Titolo;Contenuto
"Procedure in materia di Impatto Ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di Autorizzazione Unica D.Lgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 Dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III – progetto di impianto idroelettrico “Rio Rumale” sul Rio Rumale in comune di Villa Minozzo (RE), categoria piccole derivazioni";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che ai sensi del Titolo III della Legge Regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, elaborati progettuali l’effettuazione della procedura di VIA, relativa al progetto:
Procedure in materia di impatto ambientale Titolo III della L.R. 9/1999, Parte Seconda del Dlgs. 152/2006 e successive modifiche ed integrazioni, – Procedimento di Autorizzazione Unica DLgs 387/03 – Progetto di impianto per la produzione di energia elettrica e termica dalla combustione di biomasse (rifiuti) di origine animale da localizzare presso l’esistente stabilimento Inalca di Via Spilamberto n. 30/c, Comune di Castelvetro di Modena (MO) – Proponente: INALCA SpA. Ripubblicazione a seguito di integrazioni;L’Autorità competente per la Valutazione di Impatto Ambientale (VIA) Provincia di Modena - Servizio Valutazioni, Autorizzazioni e Controlli Ambientali Integrati, avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9, come integrata e modificata dal vigente DLgs. 152/06, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, le integrazioni progettuali per l’effettuazione della procedura di VIA relative al progetto:
"Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica da biogas di potenza nominale pari a 999 kWe da realizzare nel comune di Ravenna Via Valloncello snc e relativo elettrodotto di connessione 15 Kv denominato ""Allacciamento della nuova cabina di consegna collegata in antenna con O.d.M. alla linea MT esistente ""STANDI""nel comune di Ravenna – Proponente: Società Agricola Campiano Biogas Srl";La Provincia di Ravenna avvisa che, il giorno 27/12/2011, la Società Agricola Campiano Biogas Srl, con sede legale in Comune di Ravenna frazione Campiano, Via Violaro, 2 ha presentato istanza per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto per la produzione di energia elettrica da biogas da biomasse di origine agricola di potenza nominale pari a 999 kWe da realizzare in Via Valloncello snc in comune di Ravenna e e relativo elettrodotto di connessione 15 Kv denominato “Allacciamento della nuova cabina di consegna collegata in antenna con O.d.M. alla linea MT esistente “STANDI” nel comune di Ravenna.
"Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica da biogas di potenza nominale pari a 999 kWe da realizzare nel comune di Ravenna Via Guarniera snc e allacciamento della nuova cabina di consegna denominata ""Guarnierabio"" collegata in antenna con O.d.M. alla linea MT esistente ""Brusa"" e contestuale sostituzione elettrodotto di connessione 15 Kv dei conduttori nudi con cavo elicord nei comuni di Ravenna e Cervia – Proponente: Società Agricola Castiglione Biogas Srl";La Provincia di Ravenna avvisa che, il giorno 27/12/2011, la Società Agricola Castiglione Biogas Srl, con sede legale in Comune di Cesena frazione Diegaro Via Vittorio Borghesi n. 21, ha presentato istanza per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto per la produzione di energia elettrica da biogas da biomasse di origine agricola di potenza nominale pari a 999 kWe da realizzare in Via Guarniera snc in comune di Ravenna e allacciamento della nuova cabina di consegna denominata “Guarnierabio” collegata in antenna con O.d.M. alla linea MT esistente “Brusa” e contestuale sostituzione elettrodotto di connessione 15 Kv dei conduttori nudi con cavo elicord nei comuni di Ravenna e Cervia.
"DLgs 387/03 e s.m.i. - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica ad olio vegetale di potenza nominale pari a 995 kWe e relativo elettrodotto di connessione 15 Kv denominato ""Connessione in cavo interrato alla cabina PAER BIO"", da realizzare in comune di Ravenna, Via Romea Nord n. 248 – Proponente: P.A.E.R. SpA - Avviso di deposito";La Provincia di Ravenna avvisa che, il 21/11/2011, la P.A.E.R. SpA, con sede legale in comune di Faenza (RA), Via Granarolo n. 177/3 ha presentato istanza per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto per la produzione di energia elettrica a ad olio vegetale di potenza nominale pari a 995 kWe e del relativo elettrodotto 15 kv di connessione alla rete di distribuzione, da realizzare in Via Romea Nord n. 248 in comune di Ravenna. La procedura unica per il rilascio dell’autorizzazione all’installazione e all’esercizio dell’impianto in progetto si svolge ai sensi dell’art.12 del DLgs 387/03 e s.m.i., della L.R. 10/93 e s.m.i. e della L. 241/90 e s.m.i. L’Autorità competente, ai sensi dell’art. 3 della L.R. 26/04, è la Provincia di Ravenna, Settore Ambiente e Territorio, sede in Piazza Caduti per la Libertà n. 2. Il responsabile del procedimento è il dott. Bacchini Marco, così come individuato dal Dirigente del Settore Ambiente e Territorio della Provincia di Ravenna. Ai sensi del comma 3 dell’art. 12 del vigente testo del DLgs. 387/03, l’eventuale conclusione positiva della procedura comprende e sostituisce tutte le intese, le concessioni, le autorizzazioni, le licenze, i pareri, i nulla osta, gli assensi comunque denominati, necessari a costruire ed esercire l’impianto, nonché le opere connesse e le infrastrutture indispensabili alla costruzione ed all’esercizio dello stesso, in conformità al progetto approvato.
Avviso di avvio del procedimento per il rilascio dell’Autorizzazione Unica alla realizzazione dell’intervento di “spostamento rete gas” in località Sabbioni, comune di Loiano, avente effetti di variante agli strumenti urbanistici, di dichiarazione di pubblica utilità della relativa infrastruttura energetica di trasporto di gas naturale ed opere connesse, e di apposizione del vincolo preordinato all’esproprio/servitù coattiva delle aree non disponibili (art. 11, comma 2, DPR 327/2001 e s.m.i., art. 11, comma 2, L.R. 37/02) - Avviso di deposito del progetto e degli elaborati identificativi delle aree interessate dal vincolo espropriativo, secondo le risultanze dei registri catastali per la libera consultazione dei soggetti interessati. Proponente HERA SpA;La Dirigente del Servizio di Pianificazione ambientale della Provincia di Bologna rende noto che con istanza inoltrata all’U.O. Energia della Provincia di Bologna (P.G. 176591/2011) del 17/11/2011) da Hera S.p.A. - e dalla stessa integrata con nota P.G. 187874 del 7/12/2011 - è stato avviato presso la scrivente Amministrazione l’iter amministrativo per il rilascio dell’autorizzazione unica alla costruzione ed esercizio del nuovo metanodotto di “spostamento rete gas” in località Sabbioni, comune di Loiano (DN300, pressione massima 5 bar), ai sensi dell’art. 52sexies del DPR 327/2001, che terrà luogo di variante agli strumenti urbanistici comunali vigenti, di dichiarazione di pubblica utilità ed apposizione del vincolo preordinato all’esproprio/servitù coattiva delle aree individuate nel Piano Particellare acquisito agli atti del fascicolo.
Procedure in materia di valutazione di impatto ambientale Titolo III della L.R. 9/99, Parte Seconda del DLgs 152/06 e successive modifiche ed integrazioni - Procedimento di Autorizzazione Unica DLgs 387/03 – Procedura di VIA e Autorizzazione Unica relativa al progetto di adeguamento funzionale di un impianto di compostaggio con introduzione di una sezione di recupero energetico della potenza di 980 kWe presso l’esistente stabilimento Sara Srl di Via Provinciale Est n. 145, comune di Nonantola (MO) – Proponente: Sara Srl. Avviso di deposito;L’Autorità competente Provincia di Modena - Servizio Valutazioni, Autorizzazioni e Controlli ambientali integrati, avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9, come integrata e modificata dal vigente DLgs 152/06, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, gli elaborati progettuali, lo Studio di Impatto Ambientale (SIA) ed il relativo progetto definitivo, per l’effettuazione della procedura di VIA e di Autorizzazione Unica del progetto:
Procedure in materia di Impatto Ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di Autorizzazione Unica DLgs 387/03 - Titolo III – Procedura congiunta di V.I.A. regionale e di Autorizzazione Unica provinciale alla costruzione e all’esercizio dell’impianto idroelettrico denominato “Vergato”, opere ed infrastrutture connesse, proposto da Falstaff Srl (sede legale Strada Argini Parma N. 67 - 43123 Parma) in loc. Sereni, Comuni di Vergato e Grizzana Morandi. Dichiarazione di pubblica utilità dell’impianto, opere ed infrastrutture connesse, apposizione del vincolo preordinato all’esproprio delle aree indisponibili da parte dell’autorità provinciale espropriante;La Regione Emilia-Romagna, Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale, Autorità competente per la Valutazione di Impatto Ambientale avvisa che ai sensi del Titolo III della L.R. 18 maggio 1999, n. 9, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il S.I.A. ed il relativo progetto definitivo, prescritti per l’effettuazione della procedura di V.I.A. e di concessione alla derivazione di acque pubbliche (R.R. 20 novembre 2001 n. 41, del RD 1775 dell’11 dicembre 1933) relativamente al progetto di seguito descritto.
"Procedure in materia di Impatto Ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni con dichiarazione di concorrenza (art. 7 del TU 1775/1933) – Procedura di Autorizzazione Unica D.Lgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III: - progetto denominato “Realizzazione impianto idroelettrico con derivazione sul torrente Bradica in comune di Monchio delle Corti”; presentato da Luca Lapenna; - progetto denominato ""installazione impianto idroelettrico Val Bratica, loc. Riana, Comune di Monchio delle Corti (PR)” presentato da Idro Bratica Srl. Dichiarazione di concorrenza di derivazione di acqua pubblica a scopo idroelettrico TU 1775/33 e successive modifiche ed integrazioni ";L’Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che ai sensi del Titolo III della Legge Regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, nonché ai sensi del R.R. 20 novembre 2001, n. 41, del R.D. 1775 dell’11 dicembre 1933, del DPR 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, gli elaborati progettuali l’effettuazione della procedura di VIA, relativi ai due progetti.
Procedure in materia di impatto ambientale L.R. n. 9 del 18 maggio 1999 e successive modifiche ed integrazioni - Titolo III - Procedura congiunta di VIA e di Autorizzazione unica alla costruzione e all’esercizio dell’impianto idroelettrico “San Lorenzo” sul Torrente Arso e sul Rio Perignolo, da ubicarsi a Calestano (PR), proposto da Becquerel Electric Srl;La Regione Emilia-Romagna - Servizio Valutazione impatto e Promozione sostenibilità ambientale, Autorità competente per la valutazione di impatto ambientale, in accordo con la Provincia di Parma, Autorità competente per il rilascio dell’autorizzazione unica ai sensi dell’art. 12 del DLgs 387/03, avvisano che ai sensi del Titolo II della L.R. 18 maggio 1999, n. 9, come integrata dal DLgs 3 aprile 2006, n. 152 e come modificato dal DLgs 16 gennaio 2008, n. 4, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il SIA ed il relativo progetto definitivo, prescritti per l’effettuazione della procedura di VIA e del procedimento di rilascio della concessione di derivazione di acque pubbliche a uso idroelettrico e degli eventuali procedimenti espropriativi, relativi alla realizzazione dell’impianto idroelettrico “San Lorenzo” sul Torrente Arso e sul Rio Perignolo in Comune di Calestano (PR).
"Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 come integrata ai sensi del DLgs 3 aprile 2006, n. 152 come modificato dal Dlgs 16 gennaio 2008 n. 4 endoprocedimento di autorizzazione unica per costruzione ed esercizio degli elettrodotti facenti parte dalla rete nazionale di trasporto dell’energia elettrica Decreto Legge 29 agosto 2003, n. 239 convertito con modificazioni e successive modifiche - Procedure di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni – Decreto Presidente della Repubblica 8 giugno 2001, n. 327 s.m.i. - Riassetto rete elettrica nazionale nell’area tra Colunga e Ferrara elettrodotti a 132 kV: Colunga-Altedo; Altedo-Ferrara Sud; Ferrara Sud-Centro Energia nei comuni di Castenaso, Budrio, Minerbio, Baricella e Malalbergo in provincia di Bologna e nei comuni di Poggio Renatico e Ferrara in provincia di Ferrara";L’Autorità competente: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione sostenibilità ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 come modificata dalla Legge regionale 16 novembre 2000, n. 35, del DPR n. 327 dell’8 giugno 2001 s.m.i. e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il SIA ed il progetto definitivo prescritti per l’effettuazione della procedura di VIA, relativi a:
